,rowkey,time,id,is_risk,time_1,time_2
68338,24906,2015-01-05 10:06:19.0,150718,0,2015-01-05 10:06:19,1420452379
68339,24913,2015-01-05 10:07:09.0,78567,0,2015-01-05 10:07:09,1420452429
68341,24934,2015-01-05 10:08:00.0,73272,0,2015-01-05 10:08:00,1420452480
68345,24989,2015-01-05 10:12:22.0,130778,0,2015-01-05 10:12:22,1420452742
68352,25042,2015-01-05 10:17:05.0,17911,0,2015-01-05 10:17:05,1420453025
68354,25103,2015-01-05 10:23:06.0,159344,0,2015-01-05 10:23:06,1420453386
68355,25119,2015-01-05 10:24:55.0,134720,0,2015-01-05 10:24:55,1420453495
68358,25173,2015-01-05 10:31:31.0,73649,0,2015-01-05 10:31:31,1420453891
68359,25177,2015-01-05 10:32:06.0,47044,0,2015-01-05 10:32:06,1420453926
68362,25229,2015-01-05 10:37:10.0,163350,0,2015-01-05 10:37:10,1420454230
68364,25260,2015-01-05 10:40:06.0,15725,0,2015-01-05 10:40:06,1420454406
68367,25344,2015-01-05 10:50:10.0,153767,0,2015-01-05 10:50:10,1420455010
68369,25348,2015-01-05 10:50:18.0,37160,0,2015-01-05 10:50:18,1420455018
68370,25353,2015-01-05 10:50:48.0,85987,0,2015-01-05 10:50:48,1420455048
68371,25435,2015-01-05 11:00:54.0,171449,0,2015-01-05 11:00:54,1420455654
68376,25499,2015-01-05 11:08:34.0,54529,0,2015-01-05 11:08:34,1420456114
68378,25506,2015-01-05 11:09:18.0,54529,0,2015-01-05 11:09:18,1420456158
68381,25516,2015-01-05 11:10:25.0,18577,0,2015-01-05 11:10:25,1420456225
68382,25527,2015-01-05 11:11:34.0,97200,0,2015-01-05 11:11:34,1420456294
68383,25529,2015-01-05 11:11:37.0,94412,0,2015-01-05 11:11:37,1420456297
68386,25546,2015-01-05 11:12:36.0,464,0,2015-01-05 11:12:36,1420456356
68387,25554,2015-01-05 11:13:15.0,54529,0,2015-01-05 11:13:15,1420456395
68392,25568,2015-01-05 11:14:31.0,54529,0,2015-01-05 11:14:31,1420456471
68394,25608,2015-01-05 11:19:01.0,54529,0,2015-01-05 11:19:01,1420456741
68397,25672,2015-01-05 11:27:00.0,51211,0,2015-01-05 11:27:00,1420457220
68398,25704,2015-01-05 11:30:48.0,83308,0,2015-01-05 11:30:48,1420457448
68406,25803,2015-01-05 11:41:48.0,117576,0,2015-01-05 11:41:48,1420458108
68407,25818,2015-01-05 11:43:40.0,54529,0,2015-01-05 11:43:40,1420458220
68412,25850,2015-01-05 11:47:28.0,54529,0,2015-01-05 11:47:28,1420458448
68415,25859,2015-01-05 11:49:17.0,50739,0,2015-01-05 11:49:17,1420458557
68420,25978,2015-01-05 12:05:40.0,147174,0,2015-01-05 12:05:40,1420459540
68421,25984,2015-01-05 12:06:31.0,36022,0,2015-01-05 12:06:31,1420459591
68424,25993,2015-01-05 12:07:39.0,31114,0,2015-01-05 12:07:39,1420459659
68427,26057,2015-01-05 12:16:38.0,8579,0,2015-01-05 12:16:38,1420460198
68429,26103,2015-01-05 12:23:43.0,173759,0,2015-01-05 12:23:43,1420460623
68430,26107,2015-01-05 12:24:38.0,173759,0,2015-01-05 12:24:38,1420460678
68432,26146,2015-01-05 12:29:47.0,94101,0,2015-01-05 12:29:47,1420460987
68434,26165,2015-01-05 12:32:51.0,76784,0,2015-01-05 12:32:51,1420461171
68435,26178,2015-01-05 12:33:56.0,94990,0,2015-01-05 12:33:56,1420461236
68436,26190,2015-01-05 12:35:44.0,108798,0,2015-01-05 12:35:44,1420461344
68439,26211,2015-01-05 12:38:01.0,86620,0,2015-01-05 12:38:01,1420461481
68441,26223,2015-01-05 12:40:15.0,137155,0,2015-01-05 12:40:15,1420461615
68443,26235,2015-01-05 12:42:11.0,105855,0,2015-01-05 12:42:11,1420461731
68448,26298,2015-01-05 12:51:51.0,162210,0,2015-01-05 12:51:51,1420462311
68449,26300,2015-01-05 12:51:56.0,107198,0,2015-01-05 12:51:56,1420462316
68450,26347,2015-01-05 12:58:54.0,89940,0,2015-01-05 12:58:54,1420462734
68459,26496,2015-01-05 13:19:00.0,117239,0,2015-01-05 13:19:00,1420463940
68467,26548,2015-01-05 13:26:50.0,162667,0,2015-01-05 13:26:50,1420464410
68471,26592,2015-01-05 13:31:27.0,125076,0,2015-01-05 13:31:27,1420464687
68472,26621,2015-01-05 13:34:24.0,125966,0,2015-01-05 13:34:24,1420464864
68474,26626,2015-01-05 13:35:07.0,47183,0,2015-01-05 13:35:07,1420464907
68478,26741,2015-01-05 13:48:58.0,155590,0,2015-01-05 13:48:58,1420465738
68481,26772,2015-01-05 13:54:29.0,48784,0,2015-01-05 13:54:29,1420466069
68494,26965,2015-01-05 14:19:00.0,27565,0,2015-01-05 14:19:00,1420467540
68495,26967,2015-01-05 14:19:11.0,141953,0,2015-01-05 14:19:11,1420467551
68496,26973,2015-01-05 14:20:18.0,130788,0,2015-01-05 14:20:18,1420467618
68498,26994,2015-01-05 14:24:22.0,141953,0,2015-01-05 14:24:22,1420467862
68504,27060,2015-01-05 14:34:54.0,10933,0,2015-01-05 14:34:54,1420468494
68506,27078,2015-01-05 14:37:31.0,5788,0,2015-01-05 14:37:31,1420468651
68510,27177,2015-01-05 14:51:40.0,10040,0,2015-01-05 14:51:40,1420469500
68513,27208,2015-01-05 14:58:34.0,154358,0,2015-01-05 14:58:34,1420469914
68525,27415,2015-01-05 15:34:29.0,39759,0,2015-01-05 15:34:29,1420472069
68531,27443,2015-01-05 15:38:11.0,170194,0,2015-01-05 15:38:11,1420472291
68535,27506,2015-01-05 15:46:18.0,21587,0,2015-01-05 15:46:18,1420472778
68538,27520,2015-01-05 15:48:59.0,20760,0,2015-01-05 15:48:59,1420472939
68539,27533,2015-01-05 15:51:23.0,51795,0,2015-01-05 15:51:23,1420473083
68542,27563,2015-01-05 15:55:10.0,85583,0,2015-01-05 15:55:10,1420473310
68546,27600,2015-01-05 15:59:01.0,126399,0,2015-01-05 15:59:01,1420473541
68551,27680,2015-01-05 16:10:13.0,96292,0,2015-01-05 16:10:13,1420474213
68554,27747,2015-01-05 16:23:35.0,113288,0,2015-01-05 16:23:35,1420475015
68556,27766,2015-01-05 16:27:17.0,87327,0,2015-01-05 16:27:17,1420475237
68558,27818,2015-01-05 16:33:22.0,151951,0,2015-01-05 16:33:22,1420475602
68559,27834,2015-01-05 16:36:01.0,70726,0,2015-01-05 16:36:01,1420475761
68561,27847,2015-01-05 16:38:58.0,31114,0,2015-01-05 16:38:58,1420475938
68562,27850,2015-01-05 16:39:21.0,163830,0,2015-01-05 16:39:21,1420475961
68569,27974,2015-01-05 17:00:01.0,15594,0,2015-01-05 17:00:01,1420477201
68572,27998,2015-01-05 17:04:13.0,95913,0,2015-01-05 17:04:13,1420477453
68575,28056,2015-01-05 17:13:25.0,17409,0,2015-01-05 17:13:25,1420478005
68580,28085,2015-01-05 17:19:41.0,53726,0,2015-01-05 17:19:41,1420478381
68581,28086,2015-01-05 17:19:41.0,127641,0,2015-01-05 17:19:41,1420478381
68587,28164,2015-01-05 17:32:28.0,65869,0,2015-01-05 17:32:28,1420479148
68590,28202,2015-01-05 17:41:00.0,146069,0,2015-01-05 17:41:00,1420479660
68592,28215,2015-01-05 17:43:00.0,50296,0,2015-01-05 17:43:00,1420479780
68593,28238,2015-01-05 17:46:30.0,147065,0,2015-01-05 17:46:30,1420479990
68594,28256,2015-01-05 17:51:27.0,156637,0,2015-01-05 17:51:27,1420480287
68599,28377,2015-01-05 18:21:03.0,50199,0,2015-01-05 18:21:03,1420482063
68605,28484,2015-01-05 18:41:40.0,102845,0,2015-01-05 18:41:40,1420483300
68619,28651,2015-01-05 19:16:39.0,117576,0,2015-01-05 19:16:39,1420485399
68622,28705,2015-01-05 19:28:49.0,38654,0,2015-01-05 19:28:49,1420486129
68627,28760,2015-01-05 19:40:06.0,139678,0,2015-01-05 19:40:06,1420486806
68628,28776,2015-01-05 19:43:26.0,150983,0,2015-01-05 19:43:26,1420487006
68629,28794,2015-01-05 19:47:00.0,66221,0,2015-01-05 19:47:00,1420487220
68631,28817,2015-01-05 19:50:39.0,163106,0,2015-01-05 19:50:39,1420487439
68633,28827,2015-01-05 19:54:20.0,110151,0,2015-01-05 19:54:20,1420487660
68637,28840,2015-01-05 19:57:40.0,110151,0,2015-01-05 19:57:40,1420487860
68638,28849,2015-01-05 19:59:10.0,25266,0,2015-01-05 19:59:10,1420487950
68640,28913,2015-01-05 20:11:01.0,131621,0,2015-01-05 20:11:01,1420488661
68641,28949,2015-01-05 20:19:07.0,170327,0,2015-01-05 20:19:07,1420489147
68644,29062,2015-01-05 20:43:00.0,70007,0,2015-01-05 20:43:00,1420490580
68645,29067,2015-01-05 20:44:00.0,70007,0,2015-01-05 20:44:00,1420490640
68647,29137,2015-01-05 20:55:07.0,102062,0,2015-01-05 20:55:07,1420491307
68650,29147,2015-01-05 20:56:43.0,54529,0,2015-01-05 20:56:43,1420491403
68651,29148,2015-01-05 20:57:27.0,54529,0,2015-01-05 20:57:27,1420491447
68652,29149,2015-01-05 20:57:29.0,48858,0,2015-01-05 20:57:29,1420491449
68653,29158,2015-01-05 20:58:23.0,102062,0,2015-01-05 20:58:23,1420491503
68654,29160,2015-01-05 20:58:40.0,54529,0,2015-01-05 20:58:40,1420491520
68657,29190,2015-01-05 21:02:05.0,22862,0,2015-01-05 21:02:05,1420491725
68660,29226,2015-01-05 21:07:16.0,125770,0,2015-01-05 21:07:16,1420492036
68668,29416,2015-01-05 21:39:49.0,118336,0,2015-01-05 21:39:49,1420493989
68669,29419,2015-01-05 21:40:36.0,70007,0,2015-01-05 21:40:36,1420494036
68671,29468,2015-01-05 21:49:30.0,48784,0,2015-01-05 21:49:30,1420494570
68672,29499,2015-01-05 21:55:24.0,54529,0,2015-01-05 21:55:24,1420494924
68673,29513,2015-01-05 21:56:55.0,54529,0,2015-01-05 21:56:55,1420495015
68675,29518,2015-01-05 21:57:29.0,54529,0,2015-01-05 21:57:29,1420495049
68677,29529,2015-01-05 21:58:33.0,27197,0,2015-01-05 21:58:33,1420495113
68679,29536,2015-01-05 21:59:52.0,54529,0,2015-01-05 21:59:52,1420495192
68686,29765,2015-01-05 22:35:59.0,37160,0,2015-01-05 22:35:59,1420497359
68687,29776,2015-01-05 22:37:33.0,106456,0,2015-01-05 22:37:33,1420497453
68692,29822,2015-01-05 22:44:14.0,154663,0,2015-01-05 22:44:14,1420497854
68697,29867,2015-01-05 22:51:52.0,149112,0,2015-01-05 22:51:52,1420498312
68700,29893,2015-01-05 22:57:06.0,4111,0,2015-01-05 22:57:06,1420498626
68701,29910,2015-01-05 22:59:01.0,31990,0,2015-01-05 22:59:01,1420498741
68705,29946,2015-01-05 23:06:21.0,102731,0,2015-01-05 23:06:21,1420499181
68706,29969,2015-01-05 23:11:34.0,16888,0,2015-01-05 23:11:34,1420499494
68711,30023,2015-01-05 23:23:55.0,5553,0,2015-01-05 23:23:55,1420500235
68713,30056,2015-01-05 23:30:24.0,151802,0,2015-01-05 23:30:24,1420500624
68714,30094,2015-01-05 23:38:41.0,21465,0,2015-01-05 23:38:41,1420501121
68715,30095,2015-01-05 23:38:41.0,54529,0,2015-01-05 23:38:41,1420501121
68716,30125,2015-01-05 23:45:07.0,142027,0,2015-01-05 23:45:07,1420501507
68717,30164,2015-01-05 23:57:53.0,113001,0,2015-01-05 23:57:53,1420502273
68720,30262,2015-01-06 00:25:50.0,160375,0,2015-01-06 00:25:50,1420503950
68721,30263,2015-01-06 00:25:53.0,122463,0,2015-01-06 00:25:53,1420503953
68722,30264,2015-01-06 00:26:11.0,54529,0,2015-01-06 00:26:11,1420503971
68723,30287,2015-01-06 00:31:32.0,54529,0,2015-01-06 00:31:32,1420504292
68724,30290,2015-01-06 00:32:37.0,160375,0,2015-01-06 00:32:37,1420504357
68725,30294,2015-01-06 00:33:33.0,54529,0,2015-01-06 00:33:33,1420504413
68726,30297,2015-01-06 00:34:38.0,54529,0,2015-01-06 00:34:38,1420504478
68727,30310,2015-01-06 00:40:26.0,152806,0,2015-01-06 00:40:26,1420504826
68728,30334,2015-01-06 00:56:00.0,51725,0,2015-01-06 00:56:00,1420505760
68732,30343,2015-01-06 01:04:09.0,173304,0,2015-01-06 01:04:09,1420506249
68735,30362,2015-01-06 01:16:54.0,25079,0,2015-01-06 01:16:54,1420507014
68741,30471,2015-01-06 02:23:03.0,54529,0,2015-01-06 02:23:03,1420510983
68743,30481,2015-01-06 02:27:41.0,133339,0,2015-01-06 02:27:41,1420511261
68744,30495,2015-01-06 02:36:20.0,65474,0,2015-01-06 02:36:20,1420511780
68745,30515,2015-01-06 03:21:44.0,139148,0,2015-01-06 03:21:44,1420514504
68746,30527,2015-01-06 03:52:06.0,160867,0,2015-01-06 03:52:06,1420516326
68747,30529,2015-01-06 04:01:57.0,160867,0,2015-01-06 04:01:57,1420516917
68748,30533,2015-01-06 04:21:15.0,160867,0,2015-01-06 04:21:15,1420518075
68750,30540,2015-01-06 04:47:23.0,9879,0,2015-01-06 04:47:23,1420519643
68751,30557,2015-01-06 05:29:46.0,95913,0,2015-01-06 05:29:46,1420522186
68758,30652,2015-01-06 07:18:12.0,80567,0,2015-01-06 07:18:12,1420528692
68759,30658,2015-01-06 07:21:52.0,12478,0,2015-01-06 07:21:52,1420528912
68766,30729,2015-01-06 07:58:54.0,125060,0,2015-01-06 07:58:54,1420531134
68767,30739,2015-01-06 08:03:54.0,39788,0,2015-01-06 08:03:54,1420531434
68769,30744,2015-01-06 08:05:47.0,54529,0,2015-01-06 08:05:47,1420531547
68770,30745,2015-01-06 08:06:20.0,81901,0,2015-01-06 08:06:20,1420531580
68771,30746,2015-01-06 08:06:45.0,54529,0,2015-01-06 08:06:45,1420531605
68772,30748,2015-01-06 08:07:18.0,54529,0,2015-01-06 08:07:18,1420531638
68773,30752,2015-01-06 08:07:49.0,54529,0,2015-01-06 08:07:49,1420531669
68774,30759,2015-01-06 08:10:33.0,54529,0,2015-01-06 08:10:33,1420531833
68777,30772,2015-01-06 08:14:09.0,148141,0,2015-01-06 08:14:09,1420532049
68779,30776,2015-01-06 08:16:49.0,103876,0,2015-01-06 08:16:49,1420532209
68787,30852,2015-01-06 08:38:07.0,157297,0,2015-01-06 08:38:07,1420533487
68790,30887,2015-01-06 08:47:24.0,50845,0,2015-01-06 08:47:24,1420534044
68792,30956,2015-01-06 09:03:52.0,58644,0,2015-01-06 09:03:52,1420535032
68795,30986,2015-01-06 09:09:42.0,6086,0,2015-01-06 09:09:42,1420535382
68796,30987,2015-01-06 09:09:43.0,127497,0,2015-01-06 09:09:43,1420535383
68799,31034,2015-01-06 09:18:17.0,167637,0,2015-01-06 09:18:17,1420535897
68800,31052,2015-01-06 09:20:36.0,135636,0,2015-01-06 09:20:36,1420536036
68801,31056,2015-01-06 09:20:47.0,50073,0,2015-01-06 09:20:47,1420536047
68802,31076,2015-01-06 09:23:38.0,161637,0,2015-01-06 09:23:38,1420536218
68804,31104,2015-01-06 09:29:21.0,151951,0,2015-01-06 09:29:21,1420536561
68805,31130,2015-01-06 09:34:25.0,49105,0,2015-01-06 09:34:25,1420536865
68806,31149,2015-01-06 09:37:34.0,164852,0,2015-01-06 09:37:34,1420537054
68807,31186,2015-01-06 09:43:10.0,25241,0,2015-01-06 09:43:10,1420537390
68812,31244,2015-01-06 09:52:55.0,141430,0,2015-01-06 09:52:55,1420537975
68814,31289,2015-01-06 09:58:43.0,165780,0,2015-01-06 09:58:43,1420538323
68817,31314,2015-01-06 10:01:14.0,39759,0,2015-01-06 10:01:14,1420538474
68823,31407,2015-01-06 10:09:43.0,150960,0,2015-01-06 10:09:43,1420538983
68826,31446,2015-01-06 10:14:58.0,50389,0,2015-01-06 10:14:58,1420539298
68829,31465,2015-01-06 10:17:40.0,18577,0,2015-01-06 10:17:40,1420539460
68830,31471,2015-01-06 10:18:01.0,5776,0,2015-01-06 10:18:01,1420539481
68838,31523,2015-01-06 10:24:48.0,95458,0,2015-01-06 10:24:48,1420539888
68852,31689,2015-01-06 10:47:25.0,68521,0,2015-01-06 10:47:25,1420541245
68855,31713,2015-01-06 10:51:59.0,92114,0,2015-01-06 10:51:59,1420541519
68859,31810,2015-01-06 11:04:56.0,169991,0,2015-01-06 11:04:56,1420542296
68861,31833,2015-01-06 11:08:03.0,54529,0,2015-01-06 11:08:03,1420542483
68867,31961,2015-01-06 11:27:06.0,30746,0,2015-01-06 11:27:06,1420543626
68870,31972,2015-01-06 11:28:27.0,47183,0,2015-01-06 11:28:27,1420543707
68872,31987,2015-01-06 11:30:27.0,30746,0,2015-01-06 11:30:27,1420543827
68875,32018,2015-01-06 11:34:57.0,8865,0,2015-01-06 11:34:57,1420544097
68877,32034,2015-01-06 11:37:19.0,91997,0,2015-01-06 11:37:19,1420544239
68880,32061,2015-01-06 11:41:29.0,160524,0,2015-01-06 11:41:29,1420544489
68882,32096,2015-01-06 11:48:24.0,27100,0,2015-01-06 11:48:24,1420544904
68890,32161,2015-01-06 11:58:57.0,122700,0,2015-01-06 11:58:57,1420545537
68891,32165,2015-01-06 12:00:37.0,43370,0,2015-01-06 12:00:37,1420545637
68892,32166,2015-01-06 12:00:41.0,37160,0,2015-01-06 12:00:41,1420545641
68898,32198,2015-01-06 12:07:10.0,38207,0,2015-01-06 12:07:10,1420546030
68903,32253,2015-01-06 12:17:13.0,31114,0,2015-01-06 12:17:13,1420546633
68909,32301,2015-01-06 12:24:18.0,74756,0,2015-01-06 12:24:18,1420547058
68913,32324,2015-01-06 12:28:17.0,16198,0,2015-01-06 12:28:17,1420547297
68914,32338,2015-01-06 12:32:40.0,128123,0,2015-01-06 12:32:40,1420547560
68915,32358,2015-01-06 12:34:36.0,85736,0,2015-01-06 12:34:36,1420547676
68916,32405,2015-01-06 12:42:41.0,126139,0,2015-01-06 12:42:41,1420548161
68921,32494,2015-01-06 12:56:15.0,161938,0,2015-01-06 12:56:15,1420548975
68934,32624,2015-01-06 13:15:39.0,165294,0,2015-01-06 13:15:39,1420550139
68935,32656,2015-01-06 13:20:24.0,160236,0,2015-01-06 13:20:24,1420550424
68936,32659,2015-01-06 13:20:50.0,25644,0,2015-01-06 13:20:50,1420550450
68937,32663,2015-01-06 13:21:29.0,165294,0,2015-01-06 13:21:29,1420550489
68942,32699,2015-01-06 13:28:02.0,56326,0,2015-01-06 13:28:02,1420550882
68945,32737,2015-01-06 13:35:00.0,27197,0,2015-01-06 13:35:00,1420551300
68946,32757,2015-01-06 13:37:23.0,46765,0,2015-01-06 13:37:23,1420551443
68951,32855,2015-01-06 13:51:34.0,137956,0,2015-01-06 13:51:34,1420552294
68953,32885,2015-01-06 13:55:42.0,59055,0,2015-01-06 13:55:42,1420552542
68954,32894,2015-01-06 13:57:24.0,59055,0,2015-01-06 13:57:24,1420552644
68968,33065,2015-01-06 14:26:41.0,130109,0,2015-01-06 14:26:41,1420554401
68970,33086,2015-01-06 14:30:22.0,138441,0,2015-01-06 14:30:22,1420554622
68971,33109,2015-01-06 14:33:08.0,130570,0,2015-01-06 14:33:08,1420554788
68973,33127,2015-01-06 14:35:23.0,130570,0,2015-01-06 14:35:23,1420554923
68974,33129,2015-01-06 14:35:29.0,103298,0,2015-01-06 14:35:29,1420554929
68975,33141,2015-01-06 14:36:01.0,141690,0,2015-01-06 14:36:01,1420554961
68978,33151,2015-01-06 14:36:50.0,121118,0,2015-01-06 14:36:50,1420555010
68985,33253,2015-01-06 14:53:10.0,23506,0,2015-01-06 14:53:10,1420555990
68986,33254,2015-01-06 14:53:13.0,23506,0,2015-01-06 14:53:13,1420555993
68987,33270,2015-01-06 14:55:28.0,102345,0,2015-01-06 14:55:28,1420556128
68989,33299,2015-01-06 15:00:44.0,58997,0,2015-01-06 15:00:44,1420556444
68994,33348,2015-01-06 15:08:19.0,160637,0,2015-01-06 15:08:19,1420556899
68995,33362,2015-01-06 15:10:56.0,25241,0,2015-01-06 15:10:56,1420557056
68996,33364,2015-01-06 15:11:18.0,25241,0,2015-01-06 15:11:18,1420557078
68997,33395,2015-01-06 15:18:09.0,25241,0,2015-01-06 15:18:09,1420557489
68999,33486,2015-01-06 15:32:19.0,105491,0,2015-01-06 15:32:19,1420558339
69007,33640,2015-01-06 15:57:15.0,155538,0,2015-01-06 15:57:15,1420559835
69013,33766,2015-01-06 16:20:41.0,89595,0,2015-01-06 16:20:41,1420561241
69014,33793,2015-01-06 16:26:01.0,24091,0,2015-01-06 16:26:01,1420561561
69017,33847,2015-01-06 16:35:56.0,60096,0,2015-01-06 16:35:56,1420562156
69018,33872,2015-01-06 16:42:25.0,78567,0,2015-01-06 16:42:25,1420562545
69021,33895,2015-01-06 16:48:32.0,38927,0,2015-01-06 16:48:32,1420562912
69022,33901,2015-01-06 16:50:05.0,18586,0,2015-01-06 16:50:05,1420563005
69033,34070,2015-01-06 17:20:26.0,100603,0,2015-01-06 17:20:26,1420564826
69038,34129,2015-01-06 17:32:09.0,101053,0,2015-01-06 17:32:09,1420565529
69041,34165,2015-01-06 17:37:50.0,85736,0,2015-01-06 17:37:50,1420565870
69043,34215,2015-01-06 17:47:40.0,166186,0,2015-01-06 17:47:40,1420566460
69045,34277,2015-01-06 18:00:51.0,74756,0,2015-01-06 18:00:51,1420567251
69050,34333,2015-01-06 18:13:28.0,123323,0,2015-01-06 18:13:28,1420568008
69052,34411,2015-01-06 18:28:25.0,76302,0,2015-01-06 18:28:25,1420568905
69056,34550,2015-01-06 19:01:58.0,147798,0,2015-01-06 19:01:58,1420570918
69061,34644,2015-01-06 19:23:20.0,19577,0,2015-01-06 19:23:20,1420572200
69062,34654,2015-01-06 19:26:17.0,60698,0,2015-01-06 19:26:17,1420572377
69063,34663,2015-01-06 19:29:16.0,156739,0,2015-01-06 19:29:16,1420572556
69067,34701,2015-01-06 19:37:22.0,3906,0,2015-01-06 19:37:22,1420573042
69070,34734,2015-01-06 19:43:01.0,147907,0,2015-01-06 19:43:01,1420573381
69071,34751,2015-01-06 19:46:19.0,3906,0,2015-01-06 19:46:19,1420573579
69074,34852,2015-01-06 20:03:49.0,85987,0,2015-01-06 20:03:49,1420574629
69075,34853,2015-01-06 20:04:00.0,147798,0,2015-01-06 20:04:00,1420574640
69076,34862,2015-01-06 20:04:53.0,37215,0,2015-01-06 20:04:53,1420574693
69079,34885,2015-01-06 20:09:12.0,147798,0,2015-01-06 20:09:12,1420574952
69080,34924,2015-01-06 20:15:27.0,153919,0,2015-01-06 20:15:27,1420575327
69085,34961,2015-01-06 20:21:45.0,38686,0,2015-01-06 20:21:45,1420575705
69089,35041,2015-01-06 20:33:31.0,133221,0,2015-01-06 20:33:31,1420576411
69094,35127,2015-01-06 20:49:13.0,173759,0,2015-01-06 20:49:13,1420577353
69096,35156,2015-01-06 20:55:10.0,21581,0,2015-01-06 20:55:10,1420577710
69097,35169,2015-01-06 20:57:08.0,33793,0,2015-01-06 20:57:08,1420577828
69098,35174,2015-01-06 20:57:46.0,54529,0,2015-01-06 20:57:46,1420577866
69100,35196,2015-01-06 21:01:11.0,21226,0,2015-01-06 21:01:11,1420578071
69102,35214,2015-01-06 21:04:23.0,78443,0,2015-01-06 21:04:23,1420578263
69103,35218,2015-01-06 21:04:50.0,67618,0,2015-01-06 21:04:50,1420578290
69107,35283,2015-01-06 21:16:14.0,52893,0,2015-01-06 21:16:14,1420578974
69108,35285,2015-01-06 21:16:29.0,104251,0,2015-01-06 21:16:29,1420578989
69112,35349,2015-01-06 21:26:44.0,54529,0,2015-01-06 21:26:44,1420579604
69113,35354,2015-01-06 21:27:36.0,54529,0,2015-01-06 21:27:36,1420579656
69115,35376,2015-01-06 21:32:18.0,135636,0,2015-01-06 21:32:18,1420579938
69120,35463,2015-01-06 21:46:40.0,65925,0,2015-01-06 21:46:40,1420580800
69129,35574,2015-01-06 22:04:12.0,45317,0,2015-01-06 22:04:12,1420581852
69130,35601,2015-01-06 22:07:40.0,49548,0,2015-01-06 22:07:40,1420582060
69131,35616,2015-01-06 22:09:26.0,125607,0,2015-01-06 22:09:26,1420582166
69135,35631,2015-01-06 22:11:32.0,125607,0,2015-01-06 22:11:32,1420582292
69138,35665,2015-01-06 22:17:16.0,150464,0,2015-01-06 22:17:16,1420582636
69141,35694,2015-01-06 22:20:46.0,125607,0,2015-01-06 22:20:46,1420582846
69142,35731,2015-01-06 22:27:46.0,48784,0,2015-01-06 22:27:46,1420583266
69145,35781,2015-01-06 22:35:03.0,2296,0,2015-01-06 22:35:03,1420583703
69149,35806,2015-01-06 22:39:50.0,163830,0,2015-01-06 22:39:50,1420583990
69150,35821,2015-01-06 22:43:36.0,172801,0,2015-01-06 22:43:36,1420584216
69151,35834,2015-01-06 22:45:46.0,105983,0,2015-01-06 22:45:46,1420584346
69154,35879,2015-01-06 22:53:53.0,141585,0,2015-01-06 22:53:53,1420584833
69159,35980,2015-01-06 23:09:57.0,51875,0,2015-01-06 23:09:57,1420585797
69162,36033,2015-01-06 23:22:36.0,36248,0,2015-01-06 23:22:36,1420586556
69167,36156,2015-01-06 23:53:02.0,16888,0,2015-01-06 23:53:02,1420588382
69171,36217,2015-01-07 00:06:04.0,54529,0,2015-01-07 00:06:04,1420589164
69172,36240,2015-01-07 00:09:00.0,120830,0,2015-01-07 00:09:00,1420589340
69173,36263,2015-01-07 00:11:22.0,54529,0,2015-01-07 00:11:22,1420589482
69174,36266,2015-01-07 00:12:22.0,166346,0,2015-01-07 00:12:22,1420589542
69175,36283,2015-01-07 00:15:13.0,54529,0,2015-01-07 00:15:13,1420589713
69176,36292,2015-01-07 00:16:24.0,54529,0,2015-01-07 00:16:24,1420589784
69177,36302,2015-01-07 00:19:25.0,106213,0,2015-01-07 00:19:25,1420589965
69178,36314,2015-01-07 00:25:22.0,109244,0,2015-01-07 00:25:22,1420590322
69179,36315,2015-01-07 00:25:48.0,54529,0,2015-01-07 00:25:48,1420590348
69181,36359,2015-01-07 00:43:01.0,101777,0,2015-01-07 00:43:01,1420591381
69184,36383,2015-01-07 00:50:08.0,10849,0,2015-01-07 00:50:08,1420591808
69187,36386,2015-01-07 00:50:46.0,118491,0,2015-01-07 00:50:46,1420591846
69189,36400,2015-01-07 00:54:01.0,118491,0,2015-01-07 00:54:01,1420592041
69192,36436,2015-01-07 01:08:57.0,54529,0,2015-01-07 01:08:57,1420592937
69205,36558,2015-01-07 02:54:21.0,98710,0,2015-01-07 02:54:21,1420599261
69206,36560,2015-01-07 02:55:14.0,98710,0,2015-01-07 02:55:14,1420599314
69207,36563,2015-01-07 02:58:36.0,98710,0,2015-01-07 02:58:36,1420599516
69212,36608,2015-01-07 04:54:10.0,54529,0,2015-01-07 04:54:10,1420606450
69213,36609,2015-01-07 04:55:03.0,54529,0,2015-01-07 04:55:03,1420606503
69215,36697,2015-01-07 07:15:30.0,133221,0,2015-01-07 07:15:30,1420614930
69216,36719,2015-01-07 07:24:54.0,6755,0,2015-01-07 07:24:54,1420615494
69220,36793,2015-01-07 08:03:48.0,40832,0,2015-01-07 08:03:48,1420617828
69221,36800,2015-01-07 08:05:58.0,54529,0,2015-01-07 08:05:58,1420617958
69224,36858,2015-01-07 08:22:02.0,79027,0,2015-01-07 08:22:02,1420618922
69228,36882,2015-01-07 08:31:46.0,47755,0,2015-01-07 08:31:46,1420619506
69229,36928,2015-01-07 08:46:55.0,130887,0,2015-01-07 08:46:55,1420620415
69230,36929,2015-01-07 08:47:01.0,84574,0,2015-01-07 08:47:01,1420620421
69233,36955,2015-01-07 08:54:08.0,141430,0,2015-01-07 08:54:08,1420620848
69234,36956,2015-01-07 08:54:08.0,39332,0,2015-01-07 08:54:08,1420620848
69237,37013,2015-01-07 09:11:59.0,125607,0,2015-01-07 09:11:59,1420621919
